id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3Dv1eDb0MEgF93GpLXlucZ,Say So,85,237893,1,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],11/7/2019,0.787,0.673,11,-4.577,0,0.158,0.256,3.57E-06,0.0904,0.786,110.962,4
4PEfJZpVjdclfzZ9XO8uDw,Hasta Abajo,85,229827,0,"['Kevin Roldan', 'Bryant Myers', 'Lyanno']","['1RBzGO6Nm3uyhUSxP7EDWO', '6w9ToX5slZ4uIdmD17hJ3c', '1Ts9of7VPZElwPQnqnDSfW']",10/4/2019,0.714,0.671,5,-5.119,1,0.362,0.289,0,0.325,0.641,169.732,4
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",85,167693,0,"['Dan + Shay', 'Justin Bieber']","['7z5WFjZAIYejWy0NI5lv4T', '1uNFoZAHBGtllmzznpCI3s']",10/4/2019,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4
7k4t7uLgtOxPwTpFmtJNTY,Tusa,85,200960,0,"['KAROL G', 'Nicki Minaj']","['790FomKkXshlbRYZFtlgla', '0hCNtLu0JehylgoiP8L4Gh']",11/7/2019,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4
7B3z0ySL9Rr0XvZEAjWZzM,Sofia,85,188387,0,['Clairo'],['3l0CmX0FuQjFxr8SK7Vqag'],8/2/2019,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),85,176547,0,"['Surf Mesa', 'Emilee']","['1lmU3giNF3CSbkVSQmLpHQ', '4ArPQ1Opcksbbf3CPwEjWE']",11/26/2019,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
7CHi4DtfK4heMlQaudCuHK,Lose Control,85,168387,0,"['MEDUZA', 'Becky Hill', 'Goodboys']","['0xRXCcSX89eobfrshSVdyu', '4EPJlUEBy49EX1wuFOvtjK', '2nm38smINjms1LtczR0Cei']",10/11/2019,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,4
57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),85,178000,0,"['Wallows', 'Clairo']","['0NIPkIjTV8mB795yEIiPYL', '3l0CmX0FuQjFxr8SK7Vqag']",3/22/2019,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32E-05,0.273,0.64,120.023,4
6vFsBXYczYsP0H3lgunZOm,Cloud 9,85,147351,0,['Beach Bunny'],['2vnB6tuQMaQpORiRdvXF9H'],2/14/2020,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62E-05,0.344,0.902,80.974,4
7a53HqqArd4b9NF4XAmlbI,Kings & Queens,85,162399,0,['Ava Max'],['4npEfmQ6YuiwW1GpUmaq3F'],9/18/2020,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),85,178994,0,"['Shawn Mendes', 'Justin Bieber']","['7n2wHs1TKAczGzO7Dd2rGr', '1uNFoZAHBGtllmzznpCI3s']",11/20/2020,0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,4
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,85,183290,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],3/27/2020,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4
6qraVL4IJaIj0IuEexYJNa,ExplÃ­cito,85,195066,1,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],12/15/2020,0.828,0.83,2,-3.371,1,0.047,0.348,1.60E-05,0.0613,0.422,95.007,4
4uoR6qeWeuL4Qeu2qJzkuG,HawÃ¡i,85,200198,0,['Maluma'],['1r4hJ1h58CWwUQe3MxPuau'],7/29/2020,0.787,0.728,6,-3.455,0,0.389,0.189,2.29E-05,0.0629,0.545,180.066,4
02MWAaffLxlfxAUY7c5dvx,Heat Waves,85,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],8/6/2020,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4
7D7EH7MGyNHWSkqrszerI1,BEBÃ‰,85,198707,0,"['Camilo', 'El Alfa']","['28gNT5KBp7IjEOQoevXf9N', '2oQX8QiMXOyuqbcZEFsZfm']",11/25/2020,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19E-06,0.0604,0.965,129.972,4
4Iedi94TIaB2GGb1nMB68v,On Me,85,135960,1,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],12/4/2020,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,4
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),85,155825,0,"['Lele Pons', 'Guaynaa']","['6i3DxIlAqnDkwELLw4aVrx', '0BqURncJM5B1BBu7UM51eq']",9/2/2020,0.905,0.686,0,-3.152,1,0.0664,0.0907,0,0.266,0.963,103.013,4
0A1hoCfMLkiAgvhWkkucJa,Body,85,171067,1,['Megan Thee Stallion'],['181bsRPaVXVlUKXrxwZfHK'],11/20/2020,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066,4
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),85,237735,1,"['Future', 'Drake']","['1RyvyyTE3xzB2ZywiAwp0i', '3TVXtAsR1Inumwj472S9r4']",1/10/2020,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,4
7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),85,184490,1,"['Pooh Shiesty', 'Lil Durk']","['5F1aAS1duwlzExnPs3l2Xe', '3hcs9uc56yIGFCSy9leWe7']",11/6/2020,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,4
73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,85,187427,0,['Camilo'],['28gNT5KBp7IjEOQoevXf9N'],9/21/2020,0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977,4
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,85,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],8/7/2020,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4
6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,85,180139,1,['347aidan'],['0bBz5bRBkExaej2HxtVfCw'],10/26/2020,0.98,0.413,8,-11.052,0,0.101,0.671,7.95E-05,0.17,0.764,119.993,4
0lx2cLdOt3piJbcaXIV74f,willow,85,214707,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],12/11/2020,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,85,176960,1,"['Chris Brown', 'Young Thug']","['7bXgB6jMjp9ATFy66eO08Z', '50co4Is1HCEo8bhOyUWKpn']",5/8/2020,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),85,208867,1,"['Doja Cat', 'SZA']","['5cj0lLjcoR7YOSnhnX0Po5', '7tYKF4w9nC0nq9CsPZTHyP']",4/9/2021,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,4
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,85,205458,1,"['Lil Tjay', '6LACK']","['6jGMq4yGs7aQzuGsMgVgZR', '4IVAbR2w4JJNJDDRFP3E83']",4/2/2021,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35E-06,0.135,0.202,104.949,4
2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,85,168086,0,['ROSÃ‰'],['3eVa5w3URK5duf6eyVDbu9'],3/12/2021,0.311,0.607,1,-6.578,1,0.11,0.0174,0,0.131,0.286,188.7,4
1Crj1zkRMpsEjb9NOR6Zof,"L-Gante: Bzrp Music Sessions, Vol.38",85,192348,0,"['Bizarrap', 'L-Gante']","['716NhGYqD1jl2wI1Qkgq36', '4YYxffPVDFe9XoqqbRW6Bq']",3/10/2021,0.553,0.819,2,-3.083,1,0.257,0.368,1.36E-05,0.0915,0.761,87.913,4
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylorâ€™s Version),85,235767,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2/12/2021,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97E-06,0.0989,0.416,119.082,4
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),85,174406,0,"['Justin Bieber', 'Khalid']","['1uNFoZAHBGtllmzznpCI3s', '6LuN9FCkKOj5PcnpouEgny']",3/19/2021,0.595,0.543,11,-8.149,1,0.038,0.127,0,0.0975,0.109,99.928,4
4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),85,140533,1,"['24kGoldn', 'iann dior']","['6fWVd57NKTalqvmjRd2t8Z', '6ASri4ePR7RlsvIQgWPJpS']",3/26/2021,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,4
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),85,178405,1,"['Ashnikko', 'Princess Nokia']","['3PyJHH2wyfQK3WZrk9rpmP', '6lay1nwbE6hTx1jivysUAL']",1/15/2021,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95E-05,0.101,0.563,105.012,4
2Gjt4rUHBUH0rMKpBg0hF4,Disco Arranhado - Funk Remix,85,125558,0,"['Malu', 'DJ Lucas Beat']","['3fll16LLw6kdDxWzSpJPEQ', '2zWqENF4cnsd1nLmraG9IE']",1/22/2021,0.747,0.725,2,-2.564,0,0.363,0.551,0,0.0626,0.904,129.96,4
73O30uMI7n6DuzBmbtO7kC,Antes,85,206587,0,"['Anuel AA', 'Ozuna']","['2R21vXR83lH98kGeO99Y66', '1i8SpTcr7yvPOmcqrbnVXY']",1/22/2021,0.817,0.737,6,-5.453,0,0.102,0.046,1.57E-05,0.092,0.67,93.985,4
1LXb70u8SLsvBAPWHMCTMe,Machu Picchu,85,179005,0,"['Camilo', 'Evaluna Montaner']","['28gNT5KBp7IjEOQoevXf9N', '52qzWdNUp6ebjcNsvgZSiC']",3/1/2021,0.788,0.789,0,-2.39,1,0.124,0.397,0,0.226,0.867,167.897,4
2h9TDNEXRhcDIV3fsoEVq9,What Other People Say,85,194890,1,"['Sam Fischer', 'Demi Lovato']","['6L1XC7NrmgWRlwAeLJvVtA', '6S2OmqARrzebs0tKUEyXyp']",2/4/2021,0.652,0.472,7,-8.084,1,0.0399,0.158,0,0.121,0.24,126.904,4
2WnAKZefdRHxtBEkRjFOHC,Anyone,85,190779,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],3/19/2021,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59E-06,0.111,0.578,115.885,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,84,391376,0,['Eagles'],['0ECwFtbIWEVNwjlrfc6xoL'],12/8/1976,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,84,208400,0,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],7/27/1979,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4
2374M0fQpWi3dLnB54qaLX,Africa,84,295893,0,['TOTO'],['0PFtn5NtBbbUNbU9EAmIWF'],4/8/1982,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01E-05,0.0481,0.732,92.718,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,84,251489,0,['Tears For Fears'],['4bthk9UfsYUYdcFyqxmSUU'],2/25/1985,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,84,249293,0,['Bon Jovi'],['58lV9VcRSjABbAbfWS6skp'],8/16/1986,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4
60a0Rd6pjrkxjPbaKzXjfq,In the End,84,216880,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],10/24/2000,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,84,284200,1,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],5/23/2000,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
75JFxkI2RXiU7L9VXzMkle,The Scientist,84,309600,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],8/8/2002,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,4
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,84,231733,0,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],4/1/2003,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,4
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),84,218093,0,"['Shakira', 'Wyclef Jean']","['0EmeFodog0BfCgMzAIvKQp', '7aBzpmFXB4WWpPl2F7RjBe']",11/28/2005,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,4
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,84,262173,0,['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],9/23/2008,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,4
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",84,216773,0,['Train'],['3FUY2gzHeIiaesXtOAdB7A'],12/1/2010,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,84,199987,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],5/25/2012,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,84,245493,0,['One Direction'],['4AK6F7OLvEQ5QYCBNiQWHq'],11/25/2013,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4
0NlGoUyOJSuSHmngoibVAs,All I Want,84,305747,0,['Kodaline'],['4BxCuXFJrSWGi1KHcVqaU4'],6/17/2013,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,3
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,84,257267,0,['OneRepublic'],['5Pwc4xIPtQLFEnJriah9YJ'],1/1/2013,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,84,241688,0,['Hozier'],['2FXC3k01G6Gw61bmprjgqS'],7/20/2014,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,4
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,84,281560,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],6/21/2014,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4
4DpNNXFMMxQEKl7r0ykkWA,Play Date,84,179867,1,['Melanie Martinez'],['63yrD80RY3RNEM2YDpUpO8'],8/14/2015,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,4
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,84,233720,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],11/13/2015,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,84,206693,0,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],11/17/2016,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4
1v1oIWf2Xgh54kIWuKsDf6,Runaway,84,248827,0,['AURORA'],['1WgXqy2Dd70QQOU7Ay074N'],3/11/2016,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83E-05,0.104,0.123,114.089,4
5NvOZCjZaGGGL597exlQWv,Line Without a Hook,84,249587,0,['Ricky Montgomery'],['0ZUvK7zGdXLd78mQr3t1Tw'],4/8/2016,0.432,0.652,8,-4.969,1,0.0285,0.262,0,0.258,0.507,190.028,3
0wXuerDYiBnERgIpbb3JBR,Redbone,84,326933,1,['Childish Gambino'],['73sIBHcqh3Z3NyqHKZ7FOL'],12/2/2016,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,4
